Wavenumber,Transmittance
1676.16971,0.86313
1677.13413,0.85868
1678.09855,0.85356
1679.06298,0.85813
1680.0274,0.84386
1680.99183,0.81916
1681.95625,0.81664
1682.92068,0.83695
1683.8851,0.85272
1684.84953,0.84334
1685.81395,0.8304
1686.77837,0.83185
1687.7428,0.83021
1688.70722,0.83168
1689.67165,0.83304
1690.63607,0.82621
1691.6005,0.81899
1692.56492,0.80037
1693.52935,0.7843
1694.49377,0.80091
1695.45819,0.80074
1696.42262,0.78446
1697.38704,0.76867
1698.35147,0.76837
1699.31589,0.7791
1700.28032,0.77193
1701.24474,0.75518
1702.20917,0.74395
1703.17359,0.7432
1704.13801,0.73452
1705.10244,0.73361
1706.06686,0.73273
1707.03129,0.71601
1707.99571,0.70968
1708.96014,0.70771
1709.92456,0.70022
1710.88899,0.68688
1711.85341,0.67625
1712.81783,0.66911
1713.78226,0.66872
1714.74668,0.65173
1715.71111,0.64514
1716.67553,0.66277
1717.63996,0.67062
1718.60438,0.6669
1719.56881,0.65706
1720.53323,0.64979
1721.49765,0.64046
1722.46208,0.63499
1723.4265,0.62218
1724.39093,0.60726
1725.35535,0.5936
1726.31978,0.57547
1727.2842,0.55273
1728.24863,0.5366
1729.21305,0.52195
1730.17747,0.4893
1731.1419,0.46392
1732.10632,0.45263
1733.07075,0.45595
1734.03517,0.44161
1734.9996,0.41568
1735.96402,0.40306
1736.92845,0.38761
1737.89287,0.37814
1738.85729,0.38016
1739.82172,0.36307
1740.78614,0.35079
1741.75057,0.35393
1742.71499,0.35533
1743.67942,0.35066
1744.64384,0.35083
1745.60827,0.35362
1746.57269,0.35781
1747.53711,0.36462
1748.50154,0.3655
1749.46596,0.3753
1750.43039,0.39867
1751.39481,0.40322
1752.35924,0.409
1753.32366,0.41574
1754.28809,0.42245
1755.25251,0.44031
1756.21693,0.46334
1757.18136,0.47834
1758.14578,0.49335
1759.11021,0.50723
1760.07463,0.53906
1761.03906,0.58321
1762.00348,0.60836
1762.96791,0.63011
1763.93233,0.65429
1764.89675,0.6715
1765.86118,0.68858
1766.8256,0.71991
1767.79003,0.73736
1768.75445,0.73308
1769.71888,0.74475
1770.6833,0.76894
1771.64773,0.80203
1772.61215,0.80236
1773.57658,0.80137
1774.541,0.8175
1775.50542,0.82271
1776.46985,0.82304
1777.43427,0.82428
1778.3987,0.82585
1779.36312,0.83906
1780.32755,0.84586
1781.29197,0.8408
1782.2564,0.84019
1783.22082,0.84869
1784.18524,0.85828
1785.14967,0.85487
1786.11409,0.85573
1787.07852,0.85601
1788.04294,0.85021
1789.00737,0.84641
1789.97179,0.85167
1790.93622,0.85682
1791.90064,0.86173
1792.86506,0.86056
1793.82949,0.86055
1794.79391,0.86498
1795.75834,0.86497
1796.72276,0.86231
1797.68719,0.86518
1798.65161,0.86801
1799.61604,0.8684
1800.58046,0.86973
1801.54488,0.87192
1802.50931,0.87325
1803.47373,0.877
1804.43816,0.87747
1805.40258,0.87624
1806.36701,0.87764
1807.33143,0.87761
1808.29586,0.87765
1809.26028,0.8793
1810.2247,0.88023
1811.18913,0.88109
1812.15355,0.88258
1813.11798,0.88502
1814.0824,0.88611
1815.04683,0.88521
1816.01125,0.88728
1816.97568,0.88795
1817.9401,0.88872
1818.90452,0.88859
1819.86895,0.88723
1820.83337,0.88609
1821.7978,0.88319
1822.76222,0.8831
1823.72665,0.88732
1824.69107,0.88866
1825.6555,0.88676
1826.61992,0.88324
1827.58434,0.88562
1828.54877,0.88864
1829.51319,0.88921
1830.47762,0.88816
1831.44204,0.89014
1832.40647,0.89352
1833.37089,0.89256
1834.33532,0.88991
1835.29974,0.89118
1836.26416,0.89478
1837.22859,0.89462
1838.19301,0.89397
1839.15744,0.89276
1840.12186,0.8887
1841.08629,0.8892
1842.05071,0.89134
1843.01514,0.89476
1843.97956,0.89522
1844.94398,0.89394
1845.90841,0.89424
1846.87283,0.8963
1847.83726,0.89655
1848.80168,0.89808
1849.76611,0.89978
1850.73053,0.89958
1851.69496,0.90059
1852.65938,0.90045
1853.6238,0.89969
1854.58823,0.8988
1855.55265,0.89886
1856.51708,0.89905
1857.4815,0.8992
1858.44593,0.89809
1859.41035,0.89881
1860.37478,0.90003
1861.3392,0.89872
1862.30363,0.89738
1863.26805,0.89518
1864.23247,0.89519
1865.1969,0.89614
1866.16132,0.89664
1867.12575,0.89751
1868.09017,0.89846
1869.0546,0.89858
1870.01902,0.89827
1870.98345,0.89948
1871.94787,0.90145
1872.91229,0.90163
1873.87672,0.90163
1874.84114,0.90265
1875.80557,0.9024
1876.76999,0.90163
1877.73442,0.90168
1878.69884,0.90277
1879.66327,0.90177
1880.62769,0.90125
1881.59211,0.90034
1882.55654,0.90066
1883.52096,0.90089
1884.48539,0.90058
1885.44981,0.89967
1886.41424,0.89894
1887.37866,0.89956
1888.34309,0.90023
1889.30751,0.90009
1890.27193,0.89984
1891.23636,0.89955
1892.20078,0.89867
1893.16521,0.89923
1894.12963,0.89962
1895.09406,0.89933
1896.05848,0.89906
1897.02291,0.90039
1897.98733,0.9009
1898.95175,0.90083
1899.91618,0.89994
1900.8806,0.89997
1901.84503,0.89982
1902.80945,0.89991
1903.77388,0.89922
1904.7383,0.89884
1905.70273,0.89899
1906.66715,0.89896
1907.63157,0.89845
1908.596,0.89886
1909.56042,0.89918
1910.52485,0.89887
1911.48927,0.89972
1912.4537,0.90079
1913.41812,0.89975
1914.38255,0.89751
1915.34697,0.89707
1916.31139,0.8983
1917.27582,0.8987
1918.24024,0.8982
1919.20467,0.89743
1920.16909,0.89713
1921.13352,0.8983
1922.09794,0.89858
1923.06237,0.8982
1924.02679,0.89821
1924.99121,0.90012
1925.95564,0.89903
1926.92006,0.8986
1927.88449,0.89908
1928.84891,0.89927
1929.81334,0.89823
1930.77776,0.89812
1931.74219,0.89931
1932.70661,0.89868
1933.67103,0.89827
1934.63546,0.89844
1935.59988,0.89902
1936.56431,0.89904
1937.52873,0.89809
1938.49316,0.89712
1939.45758,0.89695
1940.42201,0.89746
1941.38643,0.89786
1942.35085,0.89767
1943.31528,0.89745
1944.2797,0.89775
1945.24413,0.89768
1946.20855,0.89757
1947.17298,0.89784
1948.1374,0.89839
1949.10183,0.89804
1950.06625,0.89842
1951.03067,0.89839
1951.9951,0.89757
1952.95952,0.89688
1953.92395,0.89716
1954.88837,0.89696
1955.8528,0.89699
1956.81722,0.89684
1957.78165,0.89675
1958.74607,0.89698
1959.7105,0.89694
1960.67492,0.89651
1961.63934,0.89616
1962.60377,0.89589
1963.56819,0.89587
1964.53262,0.89608
1965.49704,0.89633
1966.46147,0.89643
1967.42589,0.89633
1968.39032,0.89621
1969.35474,0.89662
1970.31916,0.89685
1971.28359,0.89678
1972.24801,0.89647
1973.21244,0.89649
1974.17686,0.89655
1975.14129,0.89641
1976.10571,0.89612
1977.07014,0.89628
1978.03456,0.89628
1978.99898,0.89622
1979.96341,0.89593
1980.92783,0.89614
1981.89226,0.89627
1982.85668,0.89607
1983.82111,0.89554
1984.78553,0.89509
1985.74996,0.89487
1986.71438,0.89496
1987.6788,0.89476
1988.64323,0.89435
1989.60765,0.89431
1990.57208,0.89456
1991.5365,0.89445
1992.50093,0.89426
1993.46535,0.8942
1994.42978,0.89419
1995.3942,0.89354
1996.35862,0.89403
1997.32305,0.89439
1998.28747,0.89404
1999.2519,0.89393
2000.21632,0.89451
2001.18075,0.89504
2002.14517,0.89431
2003.1096,0.89392
2004.07402,0.89445
2005.03844,0.89488
2006.00287,0.89451
2006.96729,0.89439
2007.93172,0.89496
2008.89614,0.89524
2009.86057,0.89464
2010.82499,0.89425
2011.78942,0.89453
2012.75384,0.89347
2013.71826,0.89088
2014.68269,0.89092
2015.64711,0.89425
2016.61154,0.89322
2017.57596,0.89177
2018.54039,0.89198
2019.50481,0.89221
2020.46924,0.89223
2021.43366,0.89158
2022.39808,0.89151
2023.36251,0.89147
2024.32693,0.89138
2025.29136,0.89093
2026.25578,0.89095
2027.22021,0.89123
2028.18463,0.89108
2029.14906,0.89057
2030.11348,0.89083
2031.0779,0.89161
2032.04233,0.89149
2033.00675,0.89067
2033.97118,0.89094
2034.9356,0.89182
2035.90003,0.89158
2036.86445,0.89083
2037.82888,0.89049
2038.7933,0.89066
2039.75772,0.89196
2040.72215,0.89174
2041.68657,0.8911
2042.651,0.89238
2043.61542,0.89219
2044.57985,0.89167
2045.54427,0.89223
2046.5087,0.89267
2047.47312,0.89232
2048.43755,0.89171
2049.40197,0.89189
2050.36639,0.8922
2051.33082,0.8915
2052.29524,0.89083
2053.25967,0.89098
2054.22409,0.89135
2055.18852,0.89101
2056.15294,0.89039
2057.11737,0.89045
2058.08179,0.89053
2059.04621,0.89042
2060.01064,0.88989
2060.97506,0.88922
2061.93949,0.88856
2062.90391,0.88889
2063.86834,0.89029
2064.83276,0.89035
2065.79719,0.89047
2066.76161,0.89052
2067.72603,0.89043
2068.69046,0.89094
2069.65488,0.89144
2070.61931,0.89115
2071.58373,0.89085
2072.54816,0.89145
2073.51258,0.89178
2074.47701,0.89146
2075.44143,0.8913
2076.40585,0.89176
2077.37028,0.8919
2078.3347,0.8913
2079.29913,0.89103
2080.26355,0.89163
2081.22798,0.89183
2082.1924,0.89128
2083.15683,0.89091
2084.12125,0.89117
2085.08567,0.89115
2086.0501,0.89007
2087.01452,0.88934
2087.97895,0.89007
2088.94337,0.89063
2089.9078,0.88959
2090.87222,0.88961
2091.83665,0.89067
2092.80107,0.89049
2093.76549,0.88978
2094.72992,0.88978
2095.69434,0.89037
2096.65877,0.89021
2097.62319,0.88994
2098.58762,0.89016
2099.55204,0.89086
2100.51647,0.891
2101.48089,0.89044
2102.44531,0.89072
2103.40974,0.89138
2104.37416,0.89128
2105.33859,0.89092
2106.30301,0.89144
2107.26744,0.89216
2108.23186,0.89178
2109.19629,0.89141
2110.16071,0.8917
2111.12513,0.89199
2112.08956,0.89147
2113.05398,0.89138
2114.01841,0.89169
2114.98283,0.89177
2115.94726,0.89131
2116.91168,0.89092
2117.87611,0.89122
2118.84053,0.89141
2119.80495,0.89045
2120.76938,0.88966
2121.7338,0.89014
2122.69823,0.8906
2123.66265,0.89002
2124.62708,0.88959
2125.5915,0.89011
2126.55593,0.89042
2127.52035,0.88991
2128.48477,0.88989
2129.4492,0.89021
2130.41362,0.89052
2131.37805,0.89017
2132.34247,0.89009
2133.3069,0.89043
2134.27132,0.89072
2135.23575,0.89026
2136.20017,0.88975
2137.16459,0.89052
2138.12902,0.89119
2139.09344,0.89068
2140.05787,0.89055
2141.02229,0.89142
2141.98672,0.89179
2142.95114,0.89117
2143.91557,0.89093
2144.87999,0.89122
2145.84442,0.89121
2146.80884,0.89052
2147.77326,0.89023
2148.73769,0.89012
2149.70211,0.88996
2150.66654,0.88954
2151.63096,0.88948
2152.59539,0.88977
2153.55981,0.88968
2154.52424,0.88879
2155.48866,0.88859
2156.45308,0.88911
2157.41751,0.88925
2158.38193,0.88858
2159.34636,0.88848
2160.31078,0.88926
2161.27521,0.88949
2162.23963,0.88881
2163.20406,0.88875
2164.16848,0.88891
2165.1329,0.88883
2166.09733,0.88837
2167.06175,0.88851
2168.02618,0.88903
2168.9906,0.88914
2169.95503,0.88865
2170.91945,0.88906
2171.88388,0.88989
2172.8483,0.89004
2173.81272,0.88962
2174.77715,0.88987
2175.74157,0.89054
2176.706,0.89058
2177.67042,0.88986
2178.63485,0.88973
2179.59927,0.88983
2180.5637,0.88921
2181.52812,0.88839
2182.49254,0.88863
2183.45697,0.88887
2184.42139,0.88853
2185.38582,0.88793
2186.35024,0.8882
2187.31467,0.88867
2188.27909,0.88855
2189.24352,0.88789
2190.20794,0.88826
2191.17236,0.88883
2192.13679,0.88839
2193.10121,0.88774
2194.06564,0.88802
2195.03006,0.88827
2195.99449,0.88766
2196.95891,0.88708
2197.92334,0.88779
2198.88776,0.88796
2199.85218,0.8875
2200.81661,0.8874
2201.78103,0.88824
2202.74546,0.88869
2203.70988,0.88856
2204.67431,0.8885
2205.63873,0.88936
2206.60316,0.88969
2207.56758,0.88927
2208.532,0.88897
2209.49643,0.88929
2210.46085,0.88925
2211.42528,0.88854
2212.3897,0.88808
2213.35413,0.88874
2214.31855,0.8885
2215.28298,0.88764
2216.2474,0.88756
2217.21182,0.88819
2218.17625,0.88786
2219.14067,0.88718
2220.1051,0.88695
2221.06952,0.88758
2222.03395,0.88748
2222.99837,0.88719
2223.9628,0.88731
2224.92722,0.88783
2225.89164,0.88767
2226.85607,0.88714
2227.82049,0.88694
2228.78492,0.88741
2229.74934,0.88707
2230.71377,0.88644
2231.67819,0.88663
2232.64262,0.8875
2233.60704,0.8874
2234.57147,0.88702
2235.53589,0.88707
2236.50031,0.88779
2237.46474,0.88785
2238.42916,0.88801
2239.39359,0.88796
2240.35801,0.88835
2241.32244,0.88826
2242.28686,0.88816
2243.25129,0.88785
2244.21571,0.88801
2245.18013,0.88751
2246.14456,0.88698
2247.10898,0.88681
2248.07341,0.8873
2249.03783,0.88688
2250.00226,0.88655
2250.96668,0.88646
2251.93111,0.88636
2252.89553,0.88622
2253.85995,0.88608
2254.82438,0.88597
2255.7888,0.88586
2256.75323,0.88574
2257.71765,0.88563
2258.68208,0.88558
2259.6465,0.88553
2260.61093,0.88548
2261.57535,0.88544
2262.53977,0.88542
2263.5042,0.88543
2264.46862,0.88543
2265.43305,0.88542
2266.39747,0.88544
2267.3619,0.88545
2268.32632,0.8854
2269.29075,0.88533
2270.25517,0.88527
2271.21959,0.88518
2272.18402,0.88504
2273.14844,0.88491
2274.11287,0.8848
2275.07729,0.88467
2276.04172,0.88453
2277.00614,0.8844
2277.97057,0.8843
2278.93499,0.88417
2279.89941,0.88401
2280.86384,0.88382
2281.82826,0.88365
2282.79269,0.88346
2283.75711,0.88319
2284.72154,0.88293
2285.68596,0.88266
2286.65039,0.88237
2287.61481,0.88201
2288.57923,0.88164
2289.54366,0.88129
2290.50808,0.88085
2291.47251,0.88043
2292.43693,0.87995
2293.40136,0.87957
2294.36578,0.87908
2295.33021,0.87872
2296.29463,0.87826
2297.25905,0.87793
2298.22348,0.87749
2299.1879,0.87714
2300.15233,0.87673
2301.11675,0.87631
2302.08118,0.87583
2303.0456,0.87526
2304.01003,0.8747
2304.97445,0.87413
2305.93887,0.87359
2306.9033,0.87297
2307.86772,0.8725
2308.83215,0.87197
2309.79657,0.87163
2310.761,0.87115
2311.72542,0.87081
2312.68985,0.87034
2313.65427,0.86997
2314.61869,0.86956
2315.58312,0.86925
2316.54754,0.86902
2317.51197,0.86882
2318.47639,0.86868
2319.44082,0.86849
2320.40524,0.86836
2321.36967,0.86815
2322.33409,0.86811
2323.29852,0.86799
2324.26294,0.86787
2325.22736,0.86774
2326.19179,0.86773
2327.15621,0.86776
2328.12064,0.86781
2329.08506,0.868
2330.04949,0.86832
2331.01391,0.86889
2331.97834,0.86955
2332.94276,0.8701
2333.90718,0.87031
2334.87161,0.87011
2335.83603,0.86969
2336.80046,0.86934
2337.76488,0.86919
2338.72931,0.86904
2339.69373,0.86877
2340.65816,0.86857
2341.62258,0.86841
2342.587,0.86835
2343.55143,0.86839
2344.51585,0.86847
2345.48028,0.86828
2346.4447,0.86757
2347.40913,0.86653
2348.37355,0.86626
2349.33798,0.86661
2350.3024,0.86676
2351.26682,0.86673
2352.23125,0.8667
2353.19567,0.8669
2354.1601,0.86695
2355.12452,0.86698
2356.08895,0.86693
2357.05337,0.8668
2358.0178,0.86643
2358.98222,0.86614
2359.94664,0.86625
2360.91107,0.86688
2361.87549,0.86762
2362.83992,0.8682
2363.80434,0.86878
2364.76877,0.86944
2365.73319,0.87013
2366.69762,0.87069
2367.66204,0.87131
2368.62646,0.87193
2369.59089,0.87253
2370.55531,0.87296
2371.51974,0.87341
2372.48416,0.8738
2373.44859,0.87418
2374.41301,0.87447
2375.37744,0.87475
2376.34186,0.87498
2377.30628,0.87522
2378.27071,0.87541
2379.23513,0.87561
2380.19956,0.87577
2381.16398,0.87597
2382.12841,0.87615
2383.09283,0.87634
2384.05726,0.87652
2385.02168,0.87668
2385.9861,0.87676
2386.95053,0.8768
2387.91495,0.87684
2388.87938,0.87686
2389.8438,0.87683
2390.80823,0.87675
2391.77265,0.87677
2392.73708,0.87682
2393.7015,0.87683
2394.66592,0.87679
2395.63035,0.87783
2396.59477,0.87734
2397.5592,0.87709
2398.52362,0.87672
2399.48805,0.87677
2400.45247,0.8767
2401.4169,0.87665
2402.38132,0.87601
2403.34574,0.87632
2404.31017,0.87624
2405.27459,0.87602
2406.23902,0.8759
2407.20344,0.87648
2408.16787,0.87639
2409.13229,0.87619
2410.09672,0.87596
2411.06114,0.87669
2412.02556,0.87672
2412.98999,0.87619
2413.95441,0.87594
2414.91884,0.87649
2415.88326,0.87592
2416.84769,0.87514
2417.81211,0.8746
2418.77654,0.87461
2419.74096,0.87422
2420.70539,0.87358
2421.66981,0.87326
2422.63423,0.87364
2423.59866,0.87341
2424.56308,0.87327
2425.52751,0.87299
2426.49193,0.87352
2427.45636,0.8738
2428.42078,0.87379
2429.38521,0.87391
2430.34963,0.87477
2431.31405,0.87475
2432.27848,0.87453
2433.2429,0.87443
2434.20733,0.87447
2435.17175,0.87386
2436.13618,0.87324
2437.1006,0.87295
2438.06503,0.87307
2439.02945,0.87279
2439.99387,0.87259
2440.9583,0.87226
2441.92272,0.87239
2442.88715,0.87224
2443.85157,0.87212
2444.816,0.87208
2445.78042,0.87257
2446.74485,0.87247
2447.70927,0.87227
2448.67369,0.87225
2449.63812,0.87254
2450.60254,0.87203
2451.56697,0.87134
2452.53139,0.87114
2453.49582,0.87133
2454.46024,0.87083
2455.42467,0.87016
2456.38909,0.86993
2457.35351,0.87007
2458.31794,0.86976
2459.28236,0.86965
2460.24679,0.86954
2461.21121,0.86987
2462.17564,0.86984
2463.14006,0.86988
2464.10449,0.87018
2465.06891,0.87092
2466.03333,0.8707
2466.99776,0.87038
2467.96218,0.87065
2468.92661,0.87098
2469.89103,0.87028
2470.85546,0.8695
2471.81988,0.86927
2472.78431,0.86912
2473.74873,0.86833
2474.71315,0.868
2475.67758,0.8678
2476.642,0.86766
2477.60643,0.86721
2478.57085,0.86718
2479.53528,0.86747
2480.4997,0.86771
2481.46413,0.86694
2482.42855,0.86689
2483.39297,0.8672
2484.3574,0.86728
2485.32182,0.86654
2486.28625,0.8662
2487.25067,0.86651
2488.2151,0.86645
2489.17952,0.86551
2490.14395,0.86508
2491.10837,0.86509
2492.07279,0.8648
2493.03722,0.86437
2494.00164,0.86452
2494.96607,0.86462
2495.93049,0.86465
2496.89492,0.8642
2497.85934,0.86446
2498.82377,0.86496
2499.78819,0.8651
2500.75261,0.86461
2501.71704,0.86482
2502.68146,0.86529
2503.64589,0.86532
2504.61031,0.86471
2505.57474,0.86466
2506.53916,0.86457
2507.50359,0.86388
2508.46801,0.86304
2509.43244,0.86289
2510.39686,0.86259
2511.36128,0.86202
2512.32571,0.86148
2513.29013,0.86152
2514.25456,0.86176
2515.21898,0.86176
2516.18341,0.86119
2517.14783,0.86133
2518.11226,0.86157
2519.07668,0.86162
2520.0411,0.86126
2521.00553,0.86139
2521.96995,0.86133
2522.93438,0.86086
2523.8988,0.86029
2524.86323,0.86036
2525.82765,0.8602
2526.79208,0.85963
2527.7565,0.85933
2528.72092,0.8594
2529.68535,0.85935
2530.64977,0.8594
2531.6142,0.85928
2532.57862,0.85959
2533.54305,0.85978
2534.50747,0.85975
2535.4719,0.85973
2536.43632,0.86032
2537.40074,0.8605
2538.36517,0.86034
2539.32959,0.86004
2540.29402,0.86027
2541.25844,0.8601
2542.22287,0.85949
2543.18729,0.85914
2544.15172,0.8592
2545.11614,0.85878
2546.08056,0.85808
2547.04499,0.85752
2548.00941,0.85749
2548.97384,0.85734
2549.93826,0.85702
2550.90269,0.85684
2551.86711,0.85724
2552.83154,0.85741
2553.79596,0.85733
2554.76038,0.85723
2555.72481,0.85768
2556.68923,0.85765
2557.65366,0.85709
2558.61808,0.85672
2559.58251,0.85702
2560.54693,0.85679
2561.51136,0.85608
2562.47578,0.85573
2563.4402,0.85592
2564.40463,0.85572
2565.36905,0.85526
2566.33348,0.85513
2567.2979,0.8553
2568.26233,0.85508
2569.22675,0.85471
2570.19118,0.85463
2571.1556,0.85493
2572.12002,0.85485
2573.08445,0.85452
2574.04887,0.85424
2575.0133,0.85464
2575.97772,0.85444
2576.94215,0.85376
2577.90657,0.85358
2578.871,0.8535
2579.83542,0.85271
2580.79984,0.85196
2581.76427,0.8516
2582.72869,0.85147
2583.69312,0.85094
2584.65754,0.85046
2585.62197,0.85048
2586.58639,0.85073
2587.55082,0.85037
2588.51524,0.85023
2589.47966,0.85042
2590.44409,0.85094
2591.40851,0.85086
2592.37294,0.85084
2593.33736,0.85116
2594.30179,0.85141
2595.26621,0.85079
2596.23064,0.85054
2597.19506,0.85076
2598.15948,0.85074
2599.12391,0.85007
2600.08833,0.84976
2601.05276,0.84995
2602.01718,0.8498
2602.98161,0.84918
2603.94603,0.8489
2604.91046,0.84894
2605.87488,0.84901
2606.83931,0.84855
2607.80373,0.84841
2608.76815,0.84858
2609.73258,0.84881
2610.697,0.84845
2611.66143,0.8482
2612.62585,0.84833
2613.59028,0.84815
2614.5547,0.84748
2615.51913,0.84727
2616.48355,0.84717
2617.44797,0.84678
2618.4124,0.84604
2619.37682,0.84581
2620.34125,0.84583
2621.30567,0.8456
2622.2701,0.84505
2623.23452,0.84499
2624.19895,0.84518
2625.16337,0.84548
2626.12779,0.84531
2627.09222,0.84551
2628.05664,0.84608
2629.02107,0.84625
2629.98549,0.84573
2630.94992,0.84573
2631.91434,0.84582
2632.87877,0.84562
2633.84319,0.84512
2634.80761,0.845
2635.77204,0.84501
2636.73646,0.84456
2637.70089,0.84398
2638.66531,0.84387
2639.62974,0.84381
2640.59416,0.84367
2641.55859,0.84316
2642.52301,0.84289
2643.48743,0.84303
2644.45186,0.843
2645.41628,0.84237
2646.38071,0.84236
2647.34513,0.84253
2648.30956,0.8424
2649.27398,0.8419
2650.23841,0.84187
2651.20283,0.84213
2652.16725,0.84174
2653.13168,0.84105
2654.0961,0.84102
2655.06053,0.84084
2656.02495,0.84033
2656.98938,0.83981
2657.9538,0.83962
2658.91823,0.83972
2659.88265,0.83967
2660.84707,0.83926
2661.8115,0.83947
2662.77592,0.83965
2663.74035,0.83937
2664.70477,0.83888
2665.6692,0.83919
2666.63362,0.83942
2667.59805,0.83899
2668.56247,0.83858
2669.52689,0.8388
2670.49132,0.83869
2671.45574,0.83808
2672.42017,0.83785
2673.38459,0.83817
2674.34902,0.83803
2675.31344,0.83758
2676.27787,0.83725
2677.24229,0.83737
2678.20671,0.83744
2679.17114,0.83711
2680.13556,0.83677
2681.09999,0.83725
2682.06441,0.8376
2683.02884,0.8377
2683.99326,0.83774
2684.95769,0.83817
2685.92211,0.83837
2686.88653,0.83821
2687.85096,0.83841
2688.81538,0.83905
2689.77981,0.83907
2690.74423,0.83887
2691.70866,0.83914
2692.67308,0.83965
2693.63751,0.83975
2694.60193,0.83956
2695.56636,0.83958
2696.53078,0.84011
2697.4952,0.84032
2698.45963,0.84058
2699.42405,0.84091
2700.38848,0.84135
2701.3529,0.84135
2702.31733,0.84102
2703.28175,0.84109
2704.24618,0.84145
2705.2106,0.84102
2706.17502,0.84071
2707.13945,0.84074
2708.10387,0.84062
2709.0683,0.84006
2710.03272,0.83947
2710.99715,0.83925
2711.96157,0.83901
2712.926,0.83843
2713.89042,0.83809
2714.85484,0.83781
2715.81927,0.83759
2716.78369,0.83724
2717.74812,0.83694
2718.71254,0.83693
2719.67697,0.83692
2720.64139,0.83651
2721.60582,0.83621
2722.57024,0.8362
2723.53466,0.83593
2724.49909,0.83515
2725.46351,0.83472
2726.42794,0.83475
2727.39236,0.83447
2728.35679,0.83391
2729.32121,0.8338
2730.28564,0.83377
2731.25006,0.83405
2732.21448,0.83402
2733.17891,0.83413
2734.14333,0.83439
2735.10776,0.83476
2736.07218,0.83469
2737.03661,0.83469
2738.00103,0.83497
2738.96546,0.83529
2739.92988,0.83514
2740.8943,0.835
2741.85873,0.83521
2742.82315,0.83515
2743.78758,0.83482
2744.752,0.83465
2745.71643,0.83451
2746.68085,0.83437
2747.64528,0.8338
2748.6097,0.83351
2749.57412,0.83354
2750.53855,0.83353
2751.50297,0.83314
2752.4674,0.83289
2753.43182,0.83273
2754.39625,0.83295
2755.36067,0.83249
2756.3251,0.83217
2757.28952,0.83247
2758.25394,0.83246
2759.21837,0.83202
2760.18279,0.83191
2761.14722,0.83211
2762.11164,0.83173
2763.07607,0.83096
2764.04049,0.83083
2765.00492,0.83083
2765.96934,0.83051
2766.93376,0.82971
2767.89819,0.82912
2768.86261,0.82867
2769.82704,0.82837
2770.79146,0.82769
2771.75589,0.82715
2772.72031,0.82665
2773.68474,0.82571
2774.64916,0.8247
2775.61358,0.82436
2776.57801,0.82376
2777.54243,0.82228
2778.50686,0.82107
2779.47128,0.82076
2780.43571,0.82026
2781.40013,0.81897
2782.36456,0.81776
2783.32898,0.81724
2784.2934,0.81657
2785.25783,0.81541
2786.22225,0.81427
2787.18668,0.81366
2788.1511,0.81275
2789.11553,0.81167
2790.07995,0.81068
2791.04438,0.81027
2792.0088,0.80952
2792.97323,0.80814
2793.93765,0.80708
2794.90207,0.80651
2795.8665,0.80562
2796.83092,0.80417
2797.79535,0.80288
2798.75977,0.80205
2799.7242,0.80089
2800.68862,0.79918
2801.65305,0.79765
2802.61747,0.79641
2803.58189,0.79465
2804.54632,0.79307
2805.51074,0.7917
2806.47517,0.79049
2807.43959,0.78872
2808.40402,0.78675
2809.36844,0.78491
2810.33287,0.78333
2811.29729,0.78154
2812.26171,0.77956
2813.22614,0.77768
2814.19056,0.77603
2815.15499,0.77397
2816.11941,0.77151
2817.08384,0.76942
2818.04826,0.76731
2819.01269,0.76449
2819.97711,0.76167
2820.94153,0.75895
2821.90596,0.75623
2822.87038,0.75301
2823.83481,0.74954
2824.79923,0.74581
2825.76366,0.74214
2826.72808,0.73784
2827.69251,0.73282
2828.65693,0.72771
2829.62135,0.72226
2830.58578,0.71571
2831.5502,0.70791
2832.51463,0.69917
2833.47905,0.68949
2834.44348,0.6777
2835.4079,0.66379
2836.37233,0.64785
2837.33675,0.62918
2838.30117,0.60709
2839.2656,0.58192
2840.23002,0.55301
2841.19445,0.52045
2842.15887,0.48426
2843.1233,0.44532
2844.08772,0.40456
2845.05215,0.36348
2846.01657,0.32291
2846.98099,0.28497
2847.94542,0.2517
2848.90984,0.22452
2849.87427,0.20424
2850.83869,0.19139
2851.80312,0.18656
2852.76754,0.18918
2853.73197,0.19766
2854.69639,0.21197
2855.66081,0.23031
2856.62524,0.25121
2857.58966,0.27379
2858.55409,0.29765
2859.51851,0.32192
2860.48294,0.34602
2861.44736,0.36843
2862.41179,0.3892
2863.37621,0.40769
2864.34063,0.42309
2865.30506,0.43472
2866.26948,0.44297
2867.23391,0.44867
2868.19833,0.45216
2869.16276,0.45394
2870.12718,0.45611
2871.09161,0.45975
2872.05603,0.46504
2873.02045,0.4721
2873.98488,0.48141
2874.9493,0.49154
2875.91373,0.50121
2876.87815,0.50915
2877.84258,0.51583
2878.807,0.52064
2879.77143,0.52327
2880.73585,0.52355
2881.70028,0.52232
2882.6647,0.51975
2883.62912,0.51537
2884.59355,0.50951
2885.55797,0.50293
2886.5224,0.49582
2887.48682,0.48767
2888.45125,0.47862
2889.41567,0.46969
2890.3801,0.46028
2891.34452,0.45028
2892.30894,0.44027
2893.27337,0.43049
2894.23779,0.42045
2895.20222,0.41051
2896.16664,0.40033
2897.13107,0.39014
2898.09549,0.37956
2899.05992,0.36881
2900.02434,0.35783
2900.98876,0.34681
2901.95319,0.33537
2902.91761,0.32311
