Wavelength,Transmittance
2899.01045,0.51756
2900.93926,0.51567
2902.86808,0.51558
2904.7969,0.51685
2906.72571,0.51863
2908.65453,0.51986
2910.58334,0.51985
2912.51216,0.51856
2914.44098,0.51697
2916.36979,0.5164
2918.29861,0.51789
2920.22742,0.52172
2922.15624,0.52785
2924.08506,0.53595
2926.01387,0.5455
2927.94269,0.55586
2929.8715,0.56635
2931.80032,0.57597
2933.72914,0.58419
2935.65795,0.59115
2937.58677,0.59748
2939.51558,0.60368
2941.4444,0.61056
2943.37322,0.61874
2945.30203,0.62825
2947.23085,0.63797
2949.15966,0.64654
2951.08848,0.65338
2953.0173,0.65873
2954.94611,0.66293
2956.87493,0.66646
2958.80374,0.67
2960.73256,0.67442
2962.66138,0.68026
2964.59019,0.68785
2966.51901,0.69708
2968.44782,0.70734
2970.37664,0.71732
2972.30546,0.72595
2974.23427,0.73276
2976.16309,0.738
2978.0919,0.74257
2980.02072,0.74771
2981.94954,0.75376
2983.87835,0.75976
2985.80717,0.7646
2987.73598,0.76773
2989.6648,0.76893
2991.59362,0.76838
2993.52243,0.76666
2995.45125,0.76492
2997.38006,0.76419
2999.30888,0.76484
3001.2377,0.76637
3003.16651,0.76855
3005.09533,0.77087
3007.02414,0.77187
3008.95296,0.77018
3010.88178,0.76632
3012.81059,0.76184
3014.73941,0.7579
3016.66822,0.75512
3018.59704,0.75373
3020.52586,0.7535
3022.45467,0.75411
3024.38349,0.75513
3026.3123,0.75524
3028.24112,0.75253
3030.16994,0.74724
3032.09875,0.74147
3034.02757,0.73687
3035.95638,0.73346
3037.8852,0.73109
3039.81402,0.73015
3041.74283,0.73069
3043.67165,0.73169
3045.60046,0.73126
3047.52928,0.72864
3049.4581,0.72451
3051.38691,0.71932
3053.31573,0.71306
3055.24454,0.70723
3057.17336,0.70392
3059.10218,0.7031
3061.03099,0.70282
3062.95981,0.70168
3064.88862,0.69986
3066.81744,0.69753
3068.74626,0.69416
3070.67507,0.68914
3072.60389,0.68316
3074.5327,0.6773
3076.46152,0.67255
3078.39034,0.66962
3080.31915,0.6687
3082.24797,0.66877
3084.17678,0.66811
3086.1056,0.66548
3088.03442,0.661
3089.96323,0.65517
3091.89205,0.64835
3093.82086,0.64142
3095.74968,0.63606
3097.6785,0.63272
3099.60731,0.6311
3101.53613,0.63063
3103.46494,0.63006
3105.39376,0.62756
3107.32258,0.62286
3109.25139,0.61664
3111.18021,0.60938
3113.10902,0.60169
3115.03784,0.59529
3116.96666,0.59136
3118.89547,0.58962
3120.82429,0.58863
3122.7531,0.58725
3124.68192,0.58438
3126.61074,0.57971
3128.53955,0.57308
3130.46837,0.56506
3132.39718,0.55704
3134.326,0.55078
3136.25482,0.54675
3138.18363,0.5446
3140.11245,0.54347
3142.04126,0.5422
3143.97008,0.53941
3145.8989,0.53443
3147.82771,0.52708
3149.75653,0.51849
3151.68534,0.51023
3153.61416,0.50355
3155.54298,0.49871
3157.47179,0.49558
3159.40061,0.49345
3161.32942,0.49135
3163.25824,0.48818
3165.18706,0.48323
3167.11587,0.4763
3169.04469,0.4683
3170.9735,0.46044
3172.90232,0.45355
3174.83114,0.44761
3176.75995,0.44321
3178.68877,0.44073
3180.61758,0.43902
3182.5464,0.4359
3184.47522,0.43071
3186.40403,0.42384
3188.33285,0.41585
3190.26166,0.40744
3192.19048,0.39967
3194.1193,0.39297
3196.04811,0.38782
3197.97693,0.38453
3199.90574,0.38254
3201.83456,0.3802
3203.76338,0.37625
3205.69219,0.37011
3207.62101,0.36219
3209.54982,0.3535
3211.47864,0.34517
3213.40746,0.3383
3215.33627,0.33326
3217.26509,0.32954
3219.1939,0.32661
3221.12272,0.32387
3223.05154,0.32019
3224.98035,0.3143
3226.90917,0.30649
3228.83798,0.29773
3230.7668,0.28937
3232.69562,0.2824
3234.62443,0.27739
3236.55325,0.27412
3238.48206,0.27193
3240.41088,0.26933
3242.3397,0.26483
3244.26851,0.25858
3246.19733,0.25166
3248.12614,0.24417
3250.05496,0.23577
3251.98378,0.22715
3253.91259,0.22007
3255.84141,0.2151
3257.77022,0.21159
3259.69904,0.20808
3261.62786,0.20384
3263.55667,0.19834
3265.48549,0.19164
3267.4143,0.18418
3269.34312,0.17663
3271.27194,0.1695
3273.20075,0.16386
3275.12957,0.16038
3277.05838,0.15889
3278.9872,0.15788
3280.91602,0.15633
3282.84483,0.15376
3284.77365,0.15011
3286.70246,0.1451
3288.63128,0.13928
3290.5601,0.1338
3292.48891,0.1299
3294.41773,0.12763
3296.34654,0.12678
3298.27536,0.12666
3300.20418,0.12658
3302.13299,0.12555
3304.06181,0.12308
3305.99062,0.1189
3307.91944,0.11378
3309.84826,0.1087
3311.77707,0.10453
3313.70589,0.10127
3315.6347,0.09901
3317.56352,0.09721
3319.49234,0.09516
3321.42115,0.0919
3323.34997,0.08721
3325.27878,0.08133
3327.2076,0.07503
3329.13642,0.06886
3331.06523,0.06346
3332.99405,0.05887
3334.92286,0.05576
3336.85168,0.0545
3338.7805,0.05447
3340.70931,0.05426
3342.63813,0.0533
3344.56694,0.05132
3346.49576,0.04852
3348.42458,0.04554
3350.35339,0.04317
3352.28221,0.04163
3354.21102,0.0413
3356.13984,0.04219
3358.06866,0.04391
3359.99747,0.04541
3361.92629,0.04593
3363.8551,0.04495
3365.78392,0.043
3367.71274,0.04086
3369.64155,0.03922
3371.57037,0.03815
3373.49918,0.03802
3375.428,0.03887
3377.35682,0.04063
3379.28563,0.04245
3381.21445,0.04346
3383.14326,0.04316
3385.07208,0.04225
3387.0009,0.04085
3388.92971,0.03881
3390.85853,0.03669
3392.78734,0.03595
3394.71616,0.03656
3396.64498,0.03812
3398.57379,0.04
3400.50261,0.04185
3402.43142,0.04268
3404.36024,0.04246
3406.28906,0.04135
3408.21787,0.03996
3410.14669,0.03884
3412.0755,0.03897
3414.00432,0.04057
3415.93314,0.04274
3417.86195,0.04412
3419.79077,0.04545
3421.71958,0.04756
3423.6484,0.04974
3425.57722,0.05044
3427.50603,0.05009
3429.43485,0.04976
3431.36366,0.05048
3433.29248,0.05251
3435.2213,0.05605
3437.15011,0.06038
3439.07893,0.06474
3441.00774,0.0683
3442.93656,0.06996
3444.86538,0.06931
3446.79419,0.0692
3448.72301,0.07129
3450.65182,0.07468
3452.58064,0.07773
3454.50946,0.08164
3456.43827,0.08648
3458.36709,0.0916
3460.2959,0.09624
3462.22472,0.10056
3464.15354,0.10404
3466.08235,0.10706
3468.01117,0.10995
3469.93998,0.11327
3471.8688,0.11696
3473.79762,0.12223
3475.72643,0.129
3477.65525,0.13546
3479.58406,0.14043
3481.51288,0.14569
3483.4417,0.15123
3485.37051,0.15552
3487.29933,0.15881
3489.22814,0.16321
3491.15696,0.16835
3493.08578,0.17364
3495.01459,0.18062
3496.94341,0.18974
3498.87222,0.1971
3500.80104,0.20138
3502.72986,0.20658
3504.65867,0.21407
3506.58749,0.21891
3508.5163,0.22111
3510.44512,0.22543
3512.37394,0.23356
3514.30275,0.24265
3516.23157,0.25219
3518.16038,0.2616
3520.0892,0.26865
3522.01802,0.27311
3523.94683,0.27639
3525.87565,0.27936
3527.80446,0.28404
3529.73328,0.29186
3531.6621,0.30077
3533.59091,0.30742
3535.51973,0.31571
3537.44854,0.32855
3539.37736,0.34264
3541.30618,0.3514
3543.23499,0.35479
3545.16381,0.35816
3547.09262,0.36458
3549.02144,0.3708
3550.95026,0.3755
3552.87907,0.38222
3554.80789,0.39259
3556.7367,0.40482
3558.66552,0.42073
3560.59434,0.43933
3562.52315,0.44716
3564.45197,0.43979
3566.38078,0.43324
3568.3096,0.44156
3570.23842,0.45671
3572.16723,0.46796
3574.09605,0.47607
3576.02486,0.48478
3577.95368,0.49755
3579.8825,0.51649
3581.81131,0.53515
3583.74013,0.53887
3585.66894,0.53277
3587.59776,0.53373
3589.52658,0.54765
3591.45539,0.55931
3593.38421,0.56568
3595.31302,0.57179
3597.24184,0.58109
3599.17066,0.59371
3601.09947,0.61322
3603.02829,0.63426
3604.9571,0.64453
3606.88592,0.64539
3608.81474,0.64879
3610.74355,0.65729
3612.67237,0.66815
3614.60118,0.6738
3616.53,0.67315
3618.45882,0.67453
3620.38763,0.6974
3622.31645,0.73408
3624.24526,0.7527
3626.17408,0.73629
3628.1029,0.71535
3630.03171,0.71593
3631.96053,0.73082
3633.88934,0.74226
3635.81816,0.75183
3637.74698,0.76563
3639.67579,0.78828
3641.60461,0.82219
3643.53342,0.84605
3645.46224,0.83273
3647.39106,0.79794
3649.31987,0.78346
3651.24869,0.79766
3653.1775,0.80965
3655.10632,0.81073
3657.03514,0.81386
3658.96395,0.82788
3660.89277,0.84691
3662.82158,0.87021
3664.7504,0.89068
3666.67922,0.89625
3668.60803,0.8913
3670.53685,0.88835
3672.46566,0.87444
3674.39448,0.85001
3676.3233,0.84167
3678.25211,0.85699
3680.18093,0.88031
3682.10974,0.90445
3684.03856,0.92087
3685.96738,0.90815
3687.89619,0.87947
3689.82501,0.86544
3691.75382,0.87333
3693.68264,0.88845
3695.61146,0.89846
3697.54027,0.90221
3699.46909,0.89996
3701.3979,0.90235
3703.32672,0.91881
3705.25554,0.93592
3707.18435,0.93178
3709.11317,0.90426
3711.04198,0.88603
3712.9708,0.89246
3714.89962,0.91085
3716.82843,0.92092
3718.75725,0.92237
3720.68606,0.91992
3722.61488,0.91737
3724.5437,0.92189
3726.47251,0.94223
3728.40133,0.96555
3730.33014,0.96342
3732.25896,0.9353
3734.18778,0.91248
3736.11659,0.9211
3738.04541,0.95059
3739.97422,0.97489
3741.90304,0.969
3743.83186,0.95816
3745.76067,0.95445
3747.68949,0.94465
3749.6183,0.91992
3751.54712,0.91215
3753.47594,0.92278
3755.40475,0.92895
3757.33357,0.9253
3759.26238,0.92615
3761.1912,0.9341
3763.12002,0.93892
3765.04883,0.93677
3766.97765,0.92801
3768.90646,0.9228
3770.83528,0.926
3772.7641,0.93701
3774.69291,0.94201
3776.62173,0.93609
3778.55054,0.92865
3780.47936,0.92754
3782.40818,0.92819
3784.33699,0.92698
3786.26581,0.9298
3788.19462,0.93789
3790.12344,0.94734
3792.05226,0.95731
3793.98107,0.9639
3795.90989,0.96595
3797.8387,0.95871
3799.76752,0.94594
3801.69634,0.93722
3803.62515,0.93458
3805.55397,0.93294
3807.48278,0.93634
3809.4116,0.95343
3811.34042,0.97133
3813.26923,0.9725
3815.19805,0.96284
3817.12686,0.95106
3819.05568,0.93607
3820.9845,0.92777
3822.91331,0.93251
3824.84213,0.94379
3826.77094,0.9497
3828.69976,0.95783
3830.62858,0.96712
3832.55739,0.97042
3834.48621,0.96281
3836.41502,0.94408
3838.34384,0.9272
3840.27266,0.92231
3842.20147,0.92991
3844.13029,0.95009
3846.0591,0.98115
3847.98792,1
3849.91674,0.97598
3851.84555,0.92632
3853.77437,0.90677
3855.70318,0.92626
3857.632,0.94997
3859.56082,0.95421
3861.48963,0.95152
3863.41845,0.94978
3865.34726,0.95133
3867.27608,0.94447
3869.2049,0.93377
3871.13371,0.92976
3873.06253,0.93742
3874.99134,0.9466
3876.92016,0.95016
3878.84898,0.94658
3880.77779,0.94178
3882.70661,0.93914
3884.63542,0.93846
3886.56424,0.9397
3888.49306,0.93991
3890.42187,0.93802
3892.35069,0.94527
3894.2795,0.96351
3896.20832,0.97176
3898.13714,0.96083
3900.06595,0.94108
3901.99477,0.92472
3903.92358,0.92038
3905.8524,0.92684
3907.78122,0.93919
3909.71003,0.94728
3911.63885,0.95201
3913.56766,0.9507
3915.49648,0.94625
3917.4253,0.94278
3919.35411,0.94276
3921.28293,0.94262
3923.21174,0.94158
3925.14056,0.94228
3927.06938,0.94272
3928.99819,0.93917
3930.92701,0.93446
3932.85582,0.93517
3934.78464,0.94077
3936.71346,0.94582
3938.64227,0.94608
3940.57109,0.94194
3942.4999,0.93885
3944.42872,0.93767
3946.35754,0.93519
3948.28635,0.9318
3950.21517,0.93222
3952.14398,0.93578
3954.0728,0.93819
3956.00162,0.93863
3957.93043,0.93734
3959.85925,0.93519
3961.78806,0.93438
3963.71688,0.93544
3965.6457,0.93613
3967.57451,0.93531
3969.50333,0.93451
3971.43214,0.9344
3973.36096,0.93508
3975.28978,0.93698
3977.21859,0.939
3979.14741,0.93915
3981.07622,0.93773
3983.00504,0.93649
3984.93386,0.93572
3986.86267,0.93439
3988.79149,0.93307
3990.7203,0.93315
3992.64912,0.93461
3994.57794,0.93679
3996.50675,0.939
3998.43557,0.94044
4000.36438,0.94068
